run_id,scene_id,scene_family,condition,resolution,seed,target_id,numbered_object_count,candidate_count,correct_candidate_count,target_role_correct,expected_blocker_ids,predicted_blocker_ids,instance_exact_match,blocker_set_exact_match,truth_any_interference,predicted_any_interference,any_interference_correct
v1__scene_lift_and_relocate_v03__L2__C0_NA__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C0,,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C0_NA__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C0,,28105,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C1_NA__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C1,,28101,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C1_NA__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C1,,28102,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C1_NA__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C1,,28103,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C1_NA__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C1,,28104,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C1_NA__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C1,,28105,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D4__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D4,28101,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D4__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D4,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D4__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D4,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D4__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D4,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D4__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D4,28105,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D8,28101,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D8,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D8,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D8,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C2_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2,D8,28105,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D4__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D4,28101,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D4__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D4,28102,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D4__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D4,28103,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D4__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D4,28104,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D4__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D4,28105,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D8,28101,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D8,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D8,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D8,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C3_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3,D8,28105,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D4__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D4,28101,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D4__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D4,28102,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D4__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D4,28103,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D4__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D4,28104,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D4__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D4,28105,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D8,28101,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D8,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D8,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D8,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C4_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C4,D8,28105,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D4__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D4,28101,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D4__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D4,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D4__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D4,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D4__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D4,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D4__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D4,28105,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28101,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28102,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C5_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28105,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D4__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D4,28101,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D4__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D4,28102,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D4__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D4,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D4__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D4,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D4__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D4,28105,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D8,28101,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D8,28102,12,6,5,4,True,[35],"[16, 35]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D8,28103,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D8,28104,12,6,5,1,True,[35],"[16, 35, 50, 80, 92]",False,False,True,True,True
v1__scene_lift_and_relocate_v03__L2__C6_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C6,D8,28105,12,6,5,3,True,[35],"[16, 35, 80]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C0_NA__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C0,,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C0_NA__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C0,,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C0_NA__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C0,,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C0_NA__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C0,,28104,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C0_NA__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C0,,28105,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C1_NA__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C1,,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C1_NA__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C1,,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C1_NA__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C1,,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C1_NA__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C1,,28104,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C1_NA__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C1,,28105,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D4__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D4,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D4__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D4,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D4__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D4,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D4__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D4,28104,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D4__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D4,28105,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D8,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D8,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D8,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D8,28104,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C2_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2,D8,28105,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D4__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D4,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C3_D4__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D4,28102,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D4__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D4,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C3_D4__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D4,28104,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D4__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D4,28105,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D8,28101,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D8,28102,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D8,28103,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D8,28104,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C3_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3,D8,28105,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C4_D4__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D4,28101,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D4__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D4,28102,68,5,4,1,True,[73],"[30, 45, 54, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D4__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D4,28103,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D4__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D4,28104,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D4__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D4,28105,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D8,28101,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D8,28102,68,5,4,1,True,[73],"[30, 45, 54, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D8,28103,68,5,4,1,True,[73],"[30, 45, 54, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D8,28104,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C4_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C4,D8,28105,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D4__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D4,28101,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D4__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D4,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D4__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D4,28103,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C5_D4__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D4,28104,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C5_D4__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D4,28105,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C5_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28101,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28102,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28103,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28104,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C5_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28105,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D4__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D4,28101,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C6_D4__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D4,28102,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D4__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D4,28103,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D4__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D4,28104,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D4__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D4,28105,68,5,4,3,True,[73],[],False,False,True,False,False
v1__scene_lift_and_relocate_v04__L2__C6_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D8,28101,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D8,28102,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D8,28103,68,5,4,4,True,[73],[73],True,True,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D8,28104,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v04__L2__C6_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C6,D8,28105,68,5,4,2,True,[73],"[30, 45, 73]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C0_NA__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C0,,28101,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C0_NA__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C0,,28102,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C0_NA__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C0,,28103,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C0_NA__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C0,,28104,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C0_NA__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C0,,28105,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C1_NA__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C1,,28101,43,6,5,5,True,[15],[15],True,True,True,True,True
v1__scene_lift_and_relocate_v05__L2__C1_NA__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C1,,28102,43,6,5,5,True,[15],[15],True,True,True,True,True
v1__scene_lift_and_relocate_v05__L2__C1_NA__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C1,,28103,43,6,5,5,True,[15],[15],True,True,True,True,True
v1__scene_lift_and_relocate_v05__L2__C1_NA__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C1,,28104,43,6,5,5,True,[15],[15],True,True,True,True,True
v1__scene_lift_and_relocate_v05__L2__C1_NA__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C1,,28105,43,6,5,5,True,[15],[15],True,True,True,True,True
v1__scene_lift_and_relocate_v05__L2__C2_D4__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2,D4,28101,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C2_D4__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2,D4,28102,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C2_D4__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2,D4,28103,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
v1__scene_lift_and_relocate_v05__L2__C2_D4__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2,D4,28104,43,6,5,1,True,[15],"[15, 24, 48, 52, 76]",False,False,True,True,True
