run_id,scene_id,scene_family,condition,resolution,seed,target_id,object_id,candidate_occlusion_pixels,candidate_occlusion_ratio,truth_occludes,predicted_occludes,correct
v1__scene_lift_and_relocate_v05__L2__C6_D4__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D4,28105,43,15,6011,0.625038993,True,False,False
v1__scene_lift_and_relocate_v05__L2__C6_D8__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D8,28101,43,15,6011,0.625038993,True,False,False
v1__scene_lift_and_relocate_v05__L2__C6_D8__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D8,28102,43,15,6011,0.625038993,True,False,False
v1__scene_lift_and_relocate_v05__L2__C6_D8__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D8,28103,43,15,6011,0.625038993,True,False,False
v1__scene_lift_and_relocate_v05__L2__C6_D8__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D8,28104,43,15,6011,0.625038993,True,False,False
v1__scene_lift_and_relocate_v05__L2__C6_D8__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C6,D8,28105,43,15,6011,0.625038993,True,False,False
v1__scene_rotate_v01__L2__C0_NA__r01_s28101,scene_rotate_v01,ROTATE,C0,,28101,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C0_NA__r02_s28102,scene_rotate_v01,ROTATE,C0,,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C0_NA__r03_s28103,scene_rotate_v01,ROTATE,C0,,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C0_NA__r04_s28104,scene_rotate_v01,ROTATE,C0,,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C1_NA__r01_s28101,scene_rotate_v01,ROTATE,C1,,28101,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C1_NA__r02_s28102,scene_rotate_v01,ROTATE,C1,,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C1_NA__r03_s28103,scene_rotate_v01,ROTATE,C1,,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C1_NA__r04_s28104,scene_rotate_v01,ROTATE,C1,,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C1_NA__r05_s28105,scene_rotate_v01,ROTATE,C1,,28105,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D4__r01_s28101,scene_rotate_v01,ROTATE,C2,D4,28101,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D4__r02_s28102,scene_rotate_v01,ROTATE,C2,D4,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D4__r03_s28103,scene_rotate_v01,ROTATE,C2,D4,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D4__r04_s28104,scene_rotate_v01,ROTATE,C2,D4,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D4__r05_s28105,scene_rotate_v01,ROTATE,C2,D4,28105,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D8__r01_s28101,scene_rotate_v01,ROTATE,C2,D8,28101,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D8__r02_s28102,scene_rotate_v01,ROTATE,C2,D8,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D8__r03_s28103,scene_rotate_v01,ROTATE,C2,D8,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D8__r04_s28104,scene_rotate_v01,ROTATE,C2,D8,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C2_D8__r05_s28105,scene_rotate_v01,ROTATE,C2,D8,28105,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C3_D4__r01_s28101,scene_rotate_v01,ROTATE,C3,D4,28101,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C3_D4__r02_s28102,scene_rotate_v01,ROTATE,C3,D4,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C3_D4__r03_s28103,scene_rotate_v01,ROTATE,C3,D4,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C3_D4__r04_s28104,scene_rotate_v01,ROTATE,C3,D4,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C3_D4__r05_s28105,scene_rotate_v01,ROTATE,C3,D4,28105,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D4__r02_s28102,scene_rotate_v01,ROTATE,C4,D4,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D4__r03_s28103,scene_rotate_v01,ROTATE,C4,D4,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D4__r04_s28104,scene_rotate_v01,ROTATE,C4,D4,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D8__r02_s28102,scene_rotate_v01,ROTATE,C4,D8,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D8__r03_s28103,scene_rotate_v01,ROTATE,C4,D8,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D8__r04_s28104,scene_rotate_v01,ROTATE,C4,D8,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C4_D8__r05_s28105,scene_rotate_v01,ROTATE,C4,D8,28105,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D4__r02_s28102,scene_rotate_v01,ROTATE,C5,D4,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D4__r03_s28103,scene_rotate_v01,ROTATE,C5,D4,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D4__r04_s28104,scene_rotate_v01,ROTATE,C5,D4,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D8__r02_s28102,scene_rotate_v01,ROTATE,C5,D8,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D8__r03_s28103,scene_rotate_v01,ROTATE,C5,D8,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C5_D8__r04_s28104,scene_rotate_v01,ROTATE,C5,D8,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C6_D4__r03_s28103,scene_rotate_v01,ROTATE,C6,D4,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C6_D8__r02_s28102,scene_rotate_v01,ROTATE,C6,D8,28102,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C6_D8__r03_s28103,scene_rotate_v01,ROTATE,C6,D8,28103,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v01__L2__C6_D8__r04_s28104,scene_rotate_v01,ROTATE,C6,D8,28104,12,95,1780,0.190150625,True,False,False
v1__scene_rotate_v02__L2__C3_D4__r03_s28103,scene_rotate_v02,ROTATE,C3,D4,28103,38,29,0,0.0,False,True,False
v1__scene_rotate_v02__L2__C3_D4__r03_s28103,scene_rotate_v02,ROTATE,C3,D4,28103,38,44,0,0.0,False,True,False
v1__scene_rotate_v02__L2__C4_D4__r03_s28103,scene_rotate_v02,ROTATE,C4,D4,28103,38,29,0,0.0,False,True,False
v1__scene_rotate_v03__L2__C0_NA__r01_s28101,scene_rotate_v03,ROTATE,C0,,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C0_NA__r02_s28102,scene_rotate_v03,ROTATE,C0,,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C0_NA__r03_s28103,scene_rotate_v03,ROTATE,C0,,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C0_NA__r04_s28104,scene_rotate_v03,ROTATE,C0,,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C0_NA__r05_s28105,scene_rotate_v03,ROTATE,C0,,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C1_NA__r01_s28101,scene_rotate_v03,ROTATE,C1,,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C1_NA__r02_s28102,scene_rotate_v03,ROTATE,C1,,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C1_NA__r03_s28103,scene_rotate_v03,ROTATE,C1,,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C1_NA__r04_s28104,scene_rotate_v03,ROTATE,C1,,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C1_NA__r05_s28105,scene_rotate_v03,ROTATE,C1,,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D4__r01_s28101,scene_rotate_v03,ROTATE,C2,D4,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D4__r02_s28102,scene_rotate_v03,ROTATE,C2,D4,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D4__r03_s28103,scene_rotate_v03,ROTATE,C2,D4,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D4__r04_s28104,scene_rotate_v03,ROTATE,C2,D4,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D4__r05_s28105,scene_rotate_v03,ROTATE,C2,D4,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D8__r01_s28101,scene_rotate_v03,ROTATE,C2,D8,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D8__r02_s28102,scene_rotate_v03,ROTATE,C2,D8,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D8__r03_s28103,scene_rotate_v03,ROTATE,C2,D8,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D8__r04_s28104,scene_rotate_v03,ROTATE,C2,D8,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C2_D8__r05_s28105,scene_rotate_v03,ROTATE,C2,D8,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D4__r01_s28101,scene_rotate_v03,ROTATE,C3,D4,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D4__r02_s28102,scene_rotate_v03,ROTATE,C3,D4,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D4__r03_s28103,scene_rotate_v03,ROTATE,C3,D4,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D4__r04_s28104,scene_rotate_v03,ROTATE,C3,D4,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D4__r05_s28105,scene_rotate_v03,ROTATE,C3,D4,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D8__r01_s28101,scene_rotate_v03,ROTATE,C3,D8,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D8__r02_s28102,scene_rotate_v03,ROTATE,C3,D8,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D8__r03_s28103,scene_rotate_v03,ROTATE,C3,D8,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D8__r04_s28104,scene_rotate_v03,ROTATE,C3,D8,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C3_D8__r05_s28105,scene_rotate_v03,ROTATE,C3,D8,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D4__r02_s28102,scene_rotate_v03,ROTATE,C4,D4,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D4__r03_s28103,scene_rotate_v03,ROTATE,C4,D4,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D4__r04_s28104,scene_rotate_v03,ROTATE,C4,D4,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D8__r01_s28101,scene_rotate_v03,ROTATE,C4,D8,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D8__r02_s28102,scene_rotate_v03,ROTATE,C4,D8,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D8__r03_s28103,scene_rotate_v03,ROTATE,C4,D8,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C4_D8__r04_s28104,scene_rotate_v03,ROTATE,C4,D8,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D4__r02_s28102,scene_rotate_v03,ROTATE,C5,D4,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D4__r03_s28103,scene_rotate_v03,ROTATE,C5,D4,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D4__r04_s28104,scene_rotate_v03,ROTATE,C5,D4,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D4__r05_s28105,scene_rotate_v03,ROTATE,C5,D4,28105,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D8__r02_s28102,scene_rotate_v03,ROTATE,C5,D8,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D8__r03_s28103,scene_rotate_v03,ROTATE,C5,D8,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C5_D8__r04_s28104,scene_rotate_v03,ROTATE,C5,D8,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C6_D4__r01_s28101,scene_rotate_v03,ROTATE,C6,D4,28101,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C6_D4__r02_s28102,scene_rotate_v03,ROTATE,C6,D4,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C6_D4__r03_s28103,scene_rotate_v03,ROTATE,C6,D4,28103,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C6_D4__r04_s28104,scene_rotate_v03,ROTATE,C6,D4,28104,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v03__L2__C6_D8__r02_s28102,scene_rotate_v03,ROTATE,C6,D8,28102,83,19,2156,0.230317274,True,False,False
v1__scene_rotate_v04__L2__C0_NA__r01_s28101,scene_rotate_v04,ROTATE,C0,,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C0_NA__r02_s28102,scene_rotate_v04,ROTATE,C0,,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C0_NA__r03_s28103,scene_rotate_v04,ROTATE,C0,,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C0_NA__r04_s28104,scene_rotate_v04,ROTATE,C0,,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C0_NA__r05_s28105,scene_rotate_v04,ROTATE,C0,,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C1_NA__r01_s28101,scene_rotate_v04,ROTATE,C1,,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C1_NA__r02_s28102,scene_rotate_v04,ROTATE,C1,,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C1_NA__r03_s28103,scene_rotate_v04,ROTATE,C1,,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C1_NA__r04_s28104,scene_rotate_v04,ROTATE,C1,,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C1_NA__r05_s28105,scene_rotate_v04,ROTATE,C1,,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D4__r01_s28101,scene_rotate_v04,ROTATE,C2,D4,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D4__r02_s28102,scene_rotate_v04,ROTATE,C2,D4,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D4__r03_s28103,scene_rotate_v04,ROTATE,C2,D4,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D4__r04_s28104,scene_rotate_v04,ROTATE,C2,D4,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D4__r05_s28105,scene_rotate_v04,ROTATE,C2,D4,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D8__r01_s28101,scene_rotate_v04,ROTATE,C2,D8,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D8__r02_s28102,scene_rotate_v04,ROTATE,C2,D8,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D8__r03_s28103,scene_rotate_v04,ROTATE,C2,D8,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D8__r04_s28104,scene_rotate_v04,ROTATE,C2,D8,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C2_D8__r05_s28105,scene_rotate_v04,ROTATE,C2,D8,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D4__r01_s28101,scene_rotate_v04,ROTATE,C3,D4,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D4__r02_s28102,scene_rotate_v04,ROTATE,C3,D4,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D4__r03_s28103,scene_rotate_v04,ROTATE,C3,D4,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D4__r04_s28104,scene_rotate_v04,ROTATE,C3,D4,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D4__r05_s28105,scene_rotate_v04,ROTATE,C3,D4,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D8__r01_s28101,scene_rotate_v04,ROTATE,C3,D8,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D8__r02_s28102,scene_rotate_v04,ROTATE,C3,D8,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D8__r03_s28103,scene_rotate_v04,ROTATE,C3,D8,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D8__r04_s28104,scene_rotate_v04,ROTATE,C3,D8,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C3_D8__r05_s28105,scene_rotate_v04,ROTATE,C3,D8,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D4__r01_s28101,scene_rotate_v04,ROTATE,C4,D4,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D4__r02_s28102,scene_rotate_v04,ROTATE,C4,D4,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D4__r03_s28103,scene_rotate_v04,ROTATE,C4,D4,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D4__r04_s28104,scene_rotate_v04,ROTATE,C4,D4,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D4__r05_s28105,scene_rotate_v04,ROTATE,C4,D4,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D8__r01_s28101,scene_rotate_v04,ROTATE,C4,D8,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D8__r02_s28102,scene_rotate_v04,ROTATE,C4,D8,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D8__r03_s28103,scene_rotate_v04,ROTATE,C4,D8,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D8__r04_s28104,scene_rotate_v04,ROTATE,C4,D8,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C4_D8__r05_s28105,scene_rotate_v04,ROTATE,C4,D8,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D4__r01_s28101,scene_rotate_v04,ROTATE,C5,D4,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D4__r02_s28102,scene_rotate_v04,ROTATE,C5,D4,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D4__r03_s28103,scene_rotate_v04,ROTATE,C5,D4,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D4__r04_s28104,scene_rotate_v04,ROTATE,C5,D4,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D4__r05_s28105,scene_rotate_v04,ROTATE,C5,D4,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D8__r01_s28101,scene_rotate_v04,ROTATE,C5,D8,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D8__r02_s28102,scene_rotate_v04,ROTATE,C5,D8,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D8__r03_s28103,scene_rotate_v04,ROTATE,C5,D8,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D8__r04_s28104,scene_rotate_v04,ROTATE,C5,D8,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C5_D8__r05_s28105,scene_rotate_v04,ROTATE,C5,D8,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D4__r01_s28101,scene_rotate_v04,ROTATE,C6,D4,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D4__r02_s28102,scene_rotate_v04,ROTATE,C6,D4,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D4__r03_s28103,scene_rotate_v04,ROTATE,C6,D4,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D4__r04_s28104,scene_rotate_v04,ROTATE,C6,D4,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D4__r05_s28105,scene_rotate_v04,ROTATE,C6,D4,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D8__r01_s28101,scene_rotate_v04,ROTATE,C6,D8,28101,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D8__r02_s28102,scene_rotate_v04,ROTATE,C6,D8,28102,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D8__r03_s28103,scene_rotate_v04,ROTATE,C6,D8,28103,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D8__r04_s28104,scene_rotate_v04,ROTATE,C6,D8,28104,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v04__L2__C6_D8__r05_s28105,scene_rotate_v04,ROTATE,C6,D8,28105,47,95,3912,0.423330808,True,False,False
v1__scene_rotate_v05__L2__C0_NA__r01_s28101,scene_rotate_v05,ROTATE,C0,,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C0_NA__r02_s28102,scene_rotate_v05,ROTATE,C0,,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C0_NA__r03_s28103,scene_rotate_v05,ROTATE,C0,,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C0_NA__r04_s28104,scene_rotate_v05,ROTATE,C0,,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C0_NA__r05_s28105,scene_rotate_v05,ROTATE,C0,,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C1_NA__r01_s28101,scene_rotate_v05,ROTATE,C1,,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C1_NA__r02_s28102,scene_rotate_v05,ROTATE,C1,,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C1_NA__r03_s28103,scene_rotate_v05,ROTATE,C1,,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C1_NA__r04_s28104,scene_rotate_v05,ROTATE,C1,,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C1_NA__r05_s28105,scene_rotate_v05,ROTATE,C1,,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D4__r01_s28101,scene_rotate_v05,ROTATE,C2,D4,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D4__r02_s28102,scene_rotate_v05,ROTATE,C2,D4,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D4__r03_s28103,scene_rotate_v05,ROTATE,C2,D4,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D4__r04_s28104,scene_rotate_v05,ROTATE,C2,D4,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D4__r05_s28105,scene_rotate_v05,ROTATE,C2,D4,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D8__r01_s28101,scene_rotate_v05,ROTATE,C2,D8,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D8__r02_s28102,scene_rotate_v05,ROTATE,C2,D8,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D8__r03_s28103,scene_rotate_v05,ROTATE,C2,D8,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D8__r04_s28104,scene_rotate_v05,ROTATE,C2,D8,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C2_D8__r05_s28105,scene_rotate_v05,ROTATE,C2,D8,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D4__r01_s28101,scene_rotate_v05,ROTATE,C3,D4,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D4__r02_s28102,scene_rotate_v05,ROTATE,C3,D4,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D4__r03_s28103,scene_rotate_v05,ROTATE,C3,D4,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D4__r04_s28104,scene_rotate_v05,ROTATE,C3,D4,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D4__r05_s28105,scene_rotate_v05,ROTATE,C3,D4,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D8__r01_s28101,scene_rotate_v05,ROTATE,C3,D8,28101,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D8__r02_s28102,scene_rotate_v05,ROTATE,C3,D8,28102,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D8__r03_s28103,scene_rotate_v05,ROTATE,C3,D8,28103,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D8__r04_s28104,scene_rotate_v05,ROTATE,C3,D8,28104,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C3_D8__r05_s28105,scene_rotate_v05,ROTATE,C3,D8,28105,44,82,6522,0.70983892,True,False,False
v1__scene_rotate_v05__L2__C4_D4__r01_s28101,scene_rotate_v05,ROTATE,C4,D4,28101,44,82,6522,0.70983892,True,False,False
